ID	STRING
10720	公差：果然不出我所料，莫空月就躲在临安城中。你细细寻找一下，依我所想，他的居所应该是在西湖附近。
10721	公差：这么久都还没有采花贼的下落吗?
10722	公差：找不到云部余匪吗？夺到云钥匙便可找出采花贼的所在了。
10723	公差：天子脚下，怎容宵小撒野。有谁胆敢在临安作奸犯科的，千万不要落在我手里！
10724	公差：好,据我调查，此采花贼自命风流，好使折扇。曾在蜀冈山一代出现。该是原来盘踞山中的雷云寨余匪。你可先去山中寻找雷云寨的雷部狼主，他应知道些情况。不过此人凶狠狡诈，需多加小心。
10725	龙介生：这位兄台，人生得意需尽欢，莫使金樽空对月，坐下喝一杯吧！
10726	卖茶叶的：正宗的西湖龙井，瞧一瞧，闻一闻，如假包换！这西湖龙井可是天下名茶，待客送礼都是佳品，买点儿吧？
10727	卖书画的：我这儿的字画大幅六两，中幅四两，小幅二两，条幅对联一两，扇子斗方五钱。你中意那一幅？
10728	卖丝绸的：上好的杭绸！上好的杭绸！质薄轻柔，透风耐晒。
10729	卖丝绸的：我这儿的杭绸质量精美、品种繁多，绸、缎、绫、罗、锦、纺、绒、绉应有尽有，请随便挑啊！
10730	卖丝绸的：看看这匹，叫做“星光缎”。你瞧，轻轻一展，犹如银河落地，群星闪烁，满屋生辉，这可是杭绸中的珍品啊！
10731	卖丝绸的：这匹“古香缎”，所织的鸟兽、花卉、人物神态各异，栩栩如生，雍容华贵，杭绸中的精品。怎么样，扯一匹吧？
10732	卖油货的：葱包桧！油炸桧！刚起锅的油炸桧！
10733	尼姑：本寺住持慧心师太不仅佛道精深，而且武功高强，和峨眉山清晓师太是方内至交。
10734	乞丐：好心人，菩萨保佑你，赏我口饭吃吧！
10735	乞丐：“朱门酒肉臭，路有冻死骨！”那些官老爷吃一顿饭花的银子就够我们叫化子吃一年的了！
10736	秦茹欣：顾家嫂子，你身上这件衣裳的刺绣可真漂亮！
10737	顾紫萍：这是我相公给我买的。
10738	秦茹欣：顾家嫂子，你真是有福气，顾大哥待你真好！
10739	顾紫萍：秦家妹子，等你找到一个好夫婿，他也会买给你的。
10740	秦茹欣：哎呀，嫂子，你勿要乱讲，耐末羞煞人了。
10741	顾紫萍：有啥勿好意思？男大当婚，女大当嫁，唔啥希奇。
10742	穷书生：在下祖上乃是武官，曾跟随杨延昭元帅北征，英雄纵横沙场，可是到了我这一辈，弃武从文，却屡试不中，如今穷困潦倒，真是愧对先祖啊！
10743	书生：“知音少，弦断有谁听？”遇不到知音的弹琴人固然寂寞，遇不到伯乐的千里马也同样寂寞啊！
10744	退任官员：本官刚刚卸任，蒙皇上恩准，告老还乡，我准备在临安城郊建一所园子，好好享几年清福。
10745	喜儿：再过一年，我就要上私塾念书了。小川哥哥已经念了一年书啦，听说他常被先生罚。先生真的很凶吗？
10746	瞎婆婆：小川——小川——，这孩子又跑到哪儿去了，可恨我这双眼睛又瞎了，什么也看不见……
10747	香客：灵隐寺四周岩峰峥嵘，林樾苍翠，溪涧萦回，古钟清音，闻之忘俗，真乃一丛林仙境也。
10748	香客：在下云游四方，参访过许多的古寺名刹，灵隐寺却别具一致。灵隐，灵隐，果然是一处仙灵隐迹的所在！
10749	香客：这灵隐寺的菩萨可灵了！去年我儿子生了一场怪病，多方求医未果，后来我到寺里求菩萨保佑，没想到我儿子的病真的就不治而愈了！这都是菩萨保佑啊，所以我这次特地来还愿。
10750	香客：小生是来求菩萨保佑我今年能会试中的，金榜题名的。
10751	香客：我想在菩萨前求个签，请寺里的师傅给我解解。
10752	香客：我想求姻缘签，问问我未来的夫婿是什么样子。
10753	小川：我最爱吃油炸桧啦，你吃过吗？这可是咱们临安的特产呢！
10754	小太监：什么人？
10755	玩家：我……我是曹公公的亲戚，从家乡带了点东西孝敬他老人家，麻烦您通容一下。
10756	小太监：走开走开，不要在皇宫前面晃来晃去的！
10757	小太监：亲戚？什么亲戚？既然是来孝敬的，怎么不知道打点？
10758	玩家：知道！知道！这里有30两银子，是专门孝敬您的！
10759	小太监：真是穷鬼，快走开！
10760	小太监：这还差不多！曹公公在御花园，你去那儿找他吧！
10761	谢大爷：我那媳妇真没话说，比自己的亲闺女还要亲，昨天我伤了风，有点发烧，这不，她就给我买药去了。
10762	谢家媳妇：听说杭白菊性微寒，味甘苦，有散风清热和解毒消炎的功效，不如买点回去，给爹泡茶喝。
10763	叶小玉：公子，我尚未出阁，你老是跟着我，到底做啥介？要是让我娘知道，耐末勿得了。
10764	叶小玉：妹子，你有啥介事吗？
10765	玩家：张大人，我们又见面了！
10766	张浚：上次多亏贵帮仗义相助，不知这次有什么需要我帮忙的？
10767	玩家：帮主派我来送中原地形图给皇上，可是没有通行令牌，进不了皇宫。
10768	张浚：别着急，我这里有令牌，你拿去用吧！
10769	玩家：多谢张大人。
10770	玩家：张大人，这是通行令牌，完璧归赵。
10771	张浚：怎么样？见到皇上了吗？
10772	玩家：皇上没见到，不过见到了一个曹公公，他是皇上的亲信，我把图交给了他。
10773	张浚：哎呀！大事不好！你有所不知，这个曹公公素来和金国暗中交好，只是仗着皇上宠信，所以无人奈何得了他，如今山河社稷图落在了他的手上，岂不是糟糕！
10774	玩家：没想到进了皇宫反而被骗，张大人别急，我这就去把图夺回来！
10775	玩家：我已经把中原地形图夺了回来，此图还是交给张大人，由张大人在上朝时呈给皇上吧！
10776	张浚：也好！你这次可是为朝廷办了一件大好事啊！
10777	玩家：身为宋人，理应如此，在下告辞！
10778	张浚：通行令牌丢了？没关系，我这里还有一块。
10779	张浚：我也不难为你，正好最近我欲打造一副铠甲，你去帮我找5块亮银矿来吧。
10780	张浚：连封书信都没有，空口无凭让我如何相信你？
10781	张浚：小朋友办事能力很强，前途无量啊。
10782	张浚：好象矿石还不够？加油加油！
10783	张浚：好不容易有了机会施展手脚，可是却处处挚肘。唉！
10784	张小泉：这位朋友好。
10785	玩家：在下久仰张小泉剪刀的风采，今日一见果不其然。
10786	张小泉：不知道阁下能否帮个忙。
10787	玩家：请说。
10788	张小泉：“我真服了阁下，剪刀都不拿就跑，见仙子也不是这般急法。”
10789	张小泉：我家三代都是打制剪刀的，在临安城也有点名气，爹一直想让我子承父业，将来也做个剪刀匠，可我不愿意。
10790	张小泉：爹他老人家一点也不明白我的想法，我希望去考功名，将来做大官，我可不想一辈子做个被人欺负的剪刀匠。
10791	张小泉：不行，看你弱不禁风的样子，恐怕办不了这事。
10792	张小泉：我这里有精工剪刀一把，请阁下送到翠烟门，交给蔷薇使者何慕雪。
10793	住客：这临安城内一片歌舞升平的景象，根本看不出宋金战乱的迹象。如果我不是从北方来，还以为真的是一个太平盛世呢！
10794	采药老者：老汉我已经采了几十年的草药了，什么样的草药治什么样的病，我一看便知。
10795	茶博士：“茶中之美数龙井”，咱们西湖的龙井茶素有“色翠、香郁、味醇、形美”四绝之称，堪称茶中仙品。
10796	茶博士：龙井茶汤色碧清明亮，滋味甘美，品之馥香绕舌，齿颊留香。
10797	茶博士：龙井茶叶形如雀舌，光滑、色翠、整齐。尤其是清明前采摘的“明前茶”和谷雨前采摘的“雨前茶”，叶芽更为细嫩，冲泡以后，嫩匀成朵，叶似彩旗，芽形若枪，交相辉映，所以这种茶又叫“旗枪”。
10798	茶博士：冲泡龙井茶适宜选用白玉杯，在白玉的映衬之下，绿色的茶叶在杯中逐渐伸展，一旗一枪，上下沉浮，汤明色绿，历历在目，仔细观赏，真乃人生一大享受也。
10799	茶馆老板：咱们临安盛产佳茗，西湖龙井更是冠绝天下，来一壶龙井如何？
10800	茶馆小二：来壶龙井吧？
10801	宠物店老板：这店里的动物都是我从各地搜集来的，可费了我不少力气哪，虽然价钱比较贵，不过绝对物有所值。
10802	宠物店老板娘：想买什么宠物，请去和我相公说，我一个妇道人家，是不管生意上的事情的。
10803	船夫：我这船可不是寻常的船，宰相大臣们都载过，你要坐船也行，但得先付订金，省得到时赖帐，看你也不像有钱人的样子，就先付十两订金吧！
10804	船夫：没银子可坐不了船！
10805	当铺伙计：我家小姐不仅相貌好，心肠也好，和她爹一点也不像。
10806	当铺伙计：小姐经常接济穷人，结果总被她爹骂。
10807	当铺老板：我这儿的主顾除了那些穷酸，也有很多的官宦子弟、富家公子。
10808	当铺老板：那些有钱人家的公子哥儿成天只知道吃喝嫖赌，等到把祖上的家产一点点败光了，最后只得把一些传家的宝贝拿到我这儿当掉。
10809	当铺老板女儿：爹爹嫌贫爱富，一心想让我嫁进豪门。可那些有钱人都是薄情寡义之徒，我……我是死也不愿意嫁的！
10810	赌场打手：仔细点，别惹事！
10811	赌场打手：你可知道我们赌场的后台老板是谁？哼哼，说出来怕吓死你，就是当今皇上的小舅子，孟贵妃的亲弟弟！
10812	赌场老板：我这赌场的生意一年三百六十五天，天天都很火爆，那些大员高官都是我赌场的老主顾啦，哈哈。
10813	赌场庄家：买大开大！买多赢多！下注啦下注啦！
10814	赌场庄家：开啦——五八十三点大！交钱交钱！
10815	皇宫卫兵：曹公公交代，不准闲人入宫！你还是请回吧！
10816	玩家：我有通行令牌。
10817	皇宫卫兵：有通行令牌也不行！
10818	皇宫卫兵：站住！你不要命了，竟敢擅闯皇宫！
10819	玩家：在下是丐帮弟子，有一件极为重要的东西要交给皇上。
10820	皇宫卫兵：皇上是谁都能见的吗？没有枢密使张浚张大人的通行令牌，谁都不能进去！
10821	皇宫卫兵：站住！你不要命了，竟敢擅闯皇宫！
10822	皇宫卫兵：皇宫禁地，擅闯者死！
10823	皇宫卫兵：喂喂喂！睁大你的狗眼，看看这是什么地方！好大胆子，竟敢在皇宫前面乱逛！
10824	酒保：客官，有什么吩咐？
10825	酒店老板：客官请里面坐，要喝点什么酒？
10826	酒店老板：我们临安盛产名酒，每年酒税都为全国第一。我们临安的酒与别处不同，酿酒的水源来自于西湖，因此入口十分清冽甘爽。
10827	酒店老板：我们醉仙楼最有名的酒叫做“西子玉酿”，客官要不要尝尝？
10828	客栈老板：我这客栈清幽雅致，名为“仙居”，乃取神仙居所的意思。在房内临窗远眺，西湖美景可尽收眼底，想那天上神仙的居所也不过如此吧？
10829	客栈小二：我在这仙居客栈当了三年伙计，什么达官贵人没见过？什么金银珠宝没见过？那些有钱人一高兴，给的赏银就够我吃穿不愁过一年的了！
10830	马贩子：当年周穆王有八匹神俊无匹的名驹，时称“八骏”，我这匹马就是当年八骏之一的“赤骥”神驹的后代，能日行千里，是一匹不可多得的好马，大家都来看看吧，价高者得，想买就不要舍不得银子，错过了再后悔，可就来不及了！
10831	钱庄老板：眼看这钱庄的生意越来越好，我打算明年再多开几家分店。不过这事儿还得跟户部王大人商量商量，没有他的庇佑，我这钱庄可开不下去呀。
10832	钱庄老板：对了这位少侠要些什么服务？
10833	钱庄老板：对了这位姑娘要些什么服务？
10834	钱庄老板：客倌现在没有在小号寄存金银元宝。
10835	钱庄老板：对不起，此项业务正在筹备中，暂时还没有开通，请过两天再来。
10836	钱庄老板：对不起，客倌您并没有在小号寄存金银元宝。
10837	钱庄老板：客倌您在小号寄存了金银两种元宝，不知您想取哪种呢？
10838	钱庄老板：这是您的金元宝，请拿好喽！
10839	钱庄老板：对不起，我们的帐本中您的记录好象有些不对劲，请您等等，我们会尽快给您核实查清。实在不好意思，还得请您把金元宝先在我们这儿多放一小段时间。
10840	钱庄老板：这是您的银元宝，请拿好喽！
10841	钱庄老板：对不起，我们的帐本中您的记录好象有些不对劲，请您等等，我们会尽快给您核实查清。实在不好意思，还得请您把银元宝先在我们这儿多放一小段时间。
10842	钱庄老板：对不起，此项业务正在筹备中，暂时还没有开通，请过两天再来。
10843	钱庄老板：您身上带了许多元宝啊，您想兑现哪一个呢？
10844	钱庄老板：没问题，您想把身上的<color=red>金元宝<color>兑现成什么形式呢？
10845	钱庄老板：没问题，您想把身上的<color=green>银元宝<color>兑现成什么形式呢？
10846	钱庄老板：您现在没带元宝啊！
10847	钱庄老板：<color=red>金元宝<color>兑换成<color=red>包月<color>无误，请客倌核查。
10848	钱庄老板：<color=red>金元宝<color>兑换成<color=green>600点<color>无误，请客倌核查。
10849	钱庄老板：<color=green>银元宝<color>兑换成<color=red>包周<color>无误，请客倌核查。
10850	钱庄老板：<color=green>银元宝<color>兑换成<color=green>150点<color>无误，请客倌核查。
10851	铁匠：这间铁匠铺是从我祖父那一辈留下来的，已经有些年头了，在这临安城里也略有薄名，请问要买点什么呀？
10852	铁匠：这间铁匠铺是从我祖父那一辈留下来的，已经有些年头了，在这临安城里也略有薄名，请问要买点什么呀？
10853	铁匠：五行平衡、灵气运转之法诀非人力可测，镶嵌上宝石后效果未必真如你所希望地变成绝世极品，你真的决定用如此珍贵的宝石去追逐那不足三四成之渺茫希望吗？
10854	铁匠学徒：这打铁的手艺也不是那么好学的，不信你试试？
10855	药店老板：是人都会生病，生病了就得吃药，我这儿的药包治百病，能够活死人，肉白骨，连那些皇亲国戚也常来光顾。
10856	药贩子：走过路过别错过，上好的药品低价卖了啊！
10857	杂货店老板：本店号称南北杂货，东西南北的商品一应俱全，东海的珊瑚树，戈壁的骆驼帽，岭南的孔雀翎，长白山的紫貂皮，不管是你见过的还是没见过的，也不管是你想得到的还是想不到的，我这儿全有。
10858	帐房先生：我在这家当铺做了十几年的帐房先生，也略有些积蓄，明年就告老还乡，回去享清福去罗！
10859	通往罗宵山
10860	女子声：救命，救命啊！
10861	玩家：住手！
10862	莫空月：大胆，敢坏本公子的好事。
10863	玩家：假装风流的坏胚子，你再害不了人了。
10864	莫空月：哈哈哈。今朝风流且纵意，身后骂名凭谁理。皇上都偏居东南一隅，你倒来管本公子。
10865	玩家：少废话，战吧。
10866	莫空月：哼哼，想当英雄？看你有没有这个本事了！
10867	莫空月：嗬嗬，大爷我手下留情放你一马你反到没完没了了。
10868	你到门口试了半天，可就是开不了门。听得门口隐隐传出女子呼救的声音，偏偏没有办法进去阻止。
10869	莫空月：……咳咳，好，好。没想到如今的世上，还有你这种人。莫某死得不冤。
10870	玩家：你一身武功本可用于正道，何苦来由。
10871	莫空月：我自有我的活法，轮不到你管。输了便是输了……难道走正道，便能问心无愧吗？看看那些所谓的大侠，希望你不……
10872	玩家：莫空月，莫空月……
10873	莫空月：滚，不要让老子再看见你！
10874	玩家：这位公公，我想拜见皇上，有一件重要的东西要交给他。
10875	曹公公：皇上正在休息，你把东西交给我就行了，我会替你转交的。
10876	玩家：这样啊……
10877	曹公公：怎么？你信不过我？也不打听打听我曹公公是什么人，皇上是我从小带大的，难道我还会骗你不成？
10878	玩家：那好吧。
10879	曹公公：你是谁？谁放你进来的？
10880	玩家：这位公公，我想拜见皇上，有一件重要的东西要交给他。
10881	曹公公：皇上正在休息，你把东西交给我就行了，我会替你转交的。
10882	玩家：这样啊……
10883	曹公公：怎么？你信不过我？也不打听打听我曹公公是什么人，皇上是我从小带大的，难道我还会骗你不成？
10884	玩家：那好吧。
10885	曹公公：英雄饶命！
10886	玩家：说！山河社稷图在哪里？
10887	曹公公：在我这！在我这！
10888	玩家：本来我要杀了你……
10889	曹公公：英雄饶命！
10890	玩家：但是我不想让皇上受惊，就姑且饶你一命，你要好自为之！如果再敢勾结金人，卖国求荣，天下人都不会饶你！
10891	曹公公：是！是！
10892	曹公公：不要过来！卫士，快来救命！
10893	曹公公：有刺客！卫士！！
10894	玩家：你啊，是不是讨厌你那个后爹啊。
10895	孔晓：你为什么这样说？
10896	玩家：没有么？
10897	孔晓：当然没有，他是个好人，对我和我娘都很好。
10898	玩家：就是嘛，就知道是他自己多心了，好了好了，没事啦。
10899	孔晓：我和我娘以前一直受人欺负，现在有了新的爹，境况比之前好多了。
10900	孔晓：……
10901	李佳：我爹娘早逝，哥哥又去当兵打仗了，幸好有红袖陪着我，要不然我一个人可孤单呢。
10902	孟婆婆：龙泉村以前一直是个安稳地方，皇帝一搬家，这里就乱了，女人们都没了丈夫，孩子们都没了爹。
10903	彭放：你不把刀拿去怎么修啊？这次别忘了啊。
10904	彭放：多谢你的帮助。送你这个，希望能对你有些帮助。
10905	彭放：小时候我一直想着成为一个大侠，现在真的成了，我又想去当一个平凡人。江湖路并不好走，如果你也想成为一个大侠，最好慎重考虑一下。
10906	彭放：在下和仇家决斗受伤，现在此疗伤。可惜宝刀受损，你能否替我交给铁匠修理？在下身上暂无银两也无法答谢你。
10907	玩家：同是江湖人，这个忙我帮了！
10908	在龙泉见到戚允真，你发现这个人的面貌很怪异。他脸上肌肉怪异的扭曲着，仿佛憋出来的冷笑僵硬的挂在脸上。
10909	玩家：这位大哥，你是否不舒服？
10910	戚允真：呵呵，朋友快快离去，呵呵。
10911	玩家：我看你面色泛青，肌肉僵死，莫非是中了奇毒？
10912	戚允真：既然被你看出来，不妨直说吧。在下是被一种称为阴阳笑的阴狠毒药给害了。现在每三个时辰便不由自主的发出不男不女的怪笑，弄得人畜不敢近身，直笑到全身抽筋。生不如死啊……
10913	玩家：究竟是谁给你下了如此绝毒?
10914	戚兄，解药在此，你快服下。
10915	戚允真：啊！舒服多了。谢谢大侠救命之恩！戚某做牛做马也无法报答。
10916	玩家：管不平事，行江湖道是我辈本分，不需道谢。
10917	戚允真：如今人心不古，大侠这种行侠仗义的人少之又少啊。不瞒你，我原也是五毒教下一员弟子，为虎作伥。后来云老贼居然将在下作为他试毒的工具！我尝尽人生百苦，早看破了。
10918	玩家：浪子回头金不换，望你今后以慈悲之心对人对事，则功德无量。
10919	戚允真：大侠放心，经此一事，我再不会生害人之心了。
10920	戚允真：你听说过山河社稷图的事情么？嘿，真的有那么一张地图啊？如果能弄到手可就发了，财宝几辈子都用不完！
10921	戚允真：五毒教，云不邪。
10922	戚允真：这里有五毒教秘笈一部，便送与大侠了。请切莫推辞。
10923	玩家：在下也不客气，必精研此书，壮大自己的行侠解困之力。
10924	苏红袖：我小时候身子骨差，爹给我请了武师来教我武功，现在我也会些拳脚功夫，从来不怕人欺负。
10925	霞儿：你陪我放风筝好不好，娘好坏，娘整天都在忙，从来不陪我的。
10926	谢青眉：我们村的男人很多都被拉去当兵打仗了，活着回来的没几个。我丈夫两年前就死了，我一个人带孩子真不容易，要不要学孔家嫂子一样再嫁人算了呢？
10927	章爷爷：“龙出于此、泉涌于次”，我们龙泉村可是山灵人杰的地方啊，我以前问过卦，说我们这里今后必然会出大英雄！
10928	钟离：天下名菜中还没有我不会做的，就是有一种叫做“阳春白雪羹”的菜我一直做不出来。
10929	玩家：为什么？
10930	钟离：阳春灵芝！白雪百合！！太好了，真不知道该怎么感谢你。这点小小意思，请一定要收下。
10931	钟离：怎么样？那两样东西能找到吗？
10932	钟离：多谢你帮我找到“阳春灵芝”和“白雪百合”，这下我终于可以做出阳春白雪羹了。
10933	钟离：行天下路，做天下菜，我的人生就是为了尝试各种各样不同的菜肴！
10934	钟离：这种菜需要“阳春灵芝”和“白雪百合”，据说只有龙泉村一带才有此物，我寻了很久却一直找不到。
10935	玩家：那我帮你一起来找吧。
10936	官差：去去去，没事别在这里晃悠，这里可是重地。
10937	客栈老板：客官要住店吗？我这里门面虽然小，但是绝对舒服，你进来住了就知道！
10938	铁匠：这把刀破损得很厉害啊，要花不少功夫修理呢。修理费用120两银子。
10939	铁匠：要修一把刀？先把那把刀拿给我看看。
10940	玩家：糟了，我把刀忘记在彭放那了。你等等，我去重新拿过来。
10941	铁匠：你的刀已经修好了，你看看。
10942	玩家：不错，谢谢你！
10943	铁匠：你把刀忘记在我这里了。
10944	铁匠：要买什么兵器？我这里可是相当有口碑的，不信你到四处问问去，哪个不知道我“龙泉黄家”的名声！
10945	喂喂，你身上带着其它更紧迫的任务呢，还到处乱跑？
10946	铁匠：你的钱不够啊。
10947	铁匠：好，你两个时辰后再来取刀。
10948	药店老板：我这里都是上好的药材，有病治病，无病强身，货真价实，如假包换，要买点什么药？
10949	药店老板：我这里都是上好的药材，有病治病，无病强身，货真价实，如假包换，要买点什么药？
10950	药店老板：那可是毒药啊，你一下买这么多想干什么？
10951	药店老板：爱买不买。哼，谁知道你买这么多毒药是干什么用的！
10952	杂货店老板：唉，后爹真不好当。
10953	玩家：你遇上什么麻烦事情了？
10954	杂货店老板：不瞒你说，我去年娶了媳妇，她是个寡妇，带了个儿子过来，唉，我是不明白小孩子都想些什么，总觉得他很讨厌我。
10955	玩家：你是不是太敏感了啊，大叔，要不然你自己问问他不就行了。
10956	玩家：我问过你儿子了，他绝对没有讨厌你，你就放心吧。
10957	杂货店老板：阳春灵芝？这种灵芝现在很少见了，不过我这里倒还有几支。你帮了我的大忙，区区灵芝就送给你吧。
10958	杂货铺老板：阳春灵芝？这种灵芝现在很少见了，我这里倒有几支，只要500两银子。
10959	我以前做过行脚商人，交了很多朋友，后来打仗了，到处都不安定，就干脆在这里定下来了。
10960	杂货店老板：可是，可是，唉，我拉不下脸面啊，好歹我也是个做爹的怎么能够对着儿子低头呢……
10961	杂货店老板：那太好了，我就在这里等你好消息啰！
10962	杂货店老板：这样子我就放心了。真是太谢谢你了，这点小心意请你收下。
10963	玩家：这灵芝可真贵。
10964	杂货铺老板：一分钱一分货，绝对没有坑你。
10965	玩家：实在太贵了，我都没这么多钱。
10966	通往罗宵山
10967	通往武夷山
10968	通往雁荡山
10969	前途凶险，还是先回去锻炼一阵子吧。
10970	前途凶险，还是先回去锻炼一阵子吧。
10971	前途凶险，还是先回去锻炼一阵子吧。
10972	玩家：狼主，你可知山中有一青年，手中常有一把折扇，爱吟诗做赋。
10973	雷部狼主：滚蛋！没这号人。
10974	玩家：我敬你是武林中人，口气别太粗。
10975	雷部狼主：少吓唬我。大爷在江湖上混的时候还没你呢。
10976	玩家：我知道那人便是最近淫人妻女的采花贼，你最好还是说了吧，免得累及自身。
10977	雷部狼主：哼哼，就算你知道些内情又如何，打得过我的狂狼再说吧。哈哈哈哈！
10978	玩家：很抱歉，在下没去成地府，你那些手下倒已过了奈何桥。
10979	雷部狼主：哼，小子想当英雄？英雄不是人人当得的。
10980	玩家：少废话，再不说你就去和那些狂狼相会吧。
10981	雷部狼主：好小子，算你有种，便给你钥匙你又能奈我家少主如何？
10982	雷部狼主：欺负狂狼算什么本事，钥匙便给你，你能在我家少主手下过得了三招老子就服了你。
10983	雷部狼主：你既已拿到钥匙，还来问我做什么？
10984	雷部狼主：滚蛋！过得了我手下狂狼那关再来找我说话吧！
10985	雷部狼主：你……你真的杀了少主？
10986	雷部狼主：少罗嗦，没见我正发呆吗！
10987	云部鹰主：小子，听说你刚找过老雷的茬，是吧？
10988	玩家：助纣为虐，人人得而诛之。
10989	云部鹰主：放屁。什么正，什么邪？老子就是要助纣啥来着，你怎样？
10990	玩家：那就得罪了。
10991	云部鹰主：哼，你还没资格跟我过招，让我手下的山鹰陪你玩玩吧。
10992	玩家：把钥匙交出来吧。
10993	云部鹰主：好小子，你等着。主人一定会为雷云二部报仇的。
10994	云部鹰主：欺负小卒算什么本事，钥匙便给你，你能在我家少主手下过得了三招老子就服了你。
10995	云部鹰主：你既已拿到钥匙，还来问我做什么？
10996	云部鹰主：哼，你还没资格跟我过招，让我手下的山鹰陪你玩玩吧。
10997	云部鹰主：你……你真的杀了少主？
10998	云部鹰主：看什么看，没见过强盗啊！
10999	通往临安府
11000	通往龙泉村
11001	玩家：白姑娘，这就是你的昭昭誓言吗？
11002	白莹莹：多管闲事的家伙，大金国不会放过你的！
11003	白莹莹：啊，我受伤了！秘使先生快走！！
11004	玩家：白姑娘，这就是你的昭昭誓言吗？
11005	白莹莹：多管闲事的家伙，大金国不会放过你的！
11006	玩家：白姑娘，这就是你的昭昭誓言吗？
11007	白莹莹：多管闲事的家伙，大金国不会放过你的！
11008	金国秘使：白小姐快走！啊！！！
11009	仇延：仇延最近得一奇遇，也学了些奇门功夫，看小兄弟根质不错，指点你几招吧。
11010	仇延：小兄弟根质奇佳，若能勤练必有大成。小兄弟你先行一步，我要在此抓住那个金国奸细，后会有期。
11011	仇延：金国奸细，我绝不放过！
11012	仇延：小兄弟根质奇佳，若能勤练必有大成。你且先行一步，我要在此抓住那个金国奸细，后会有期。
11013	船夫：这位客家，见你气定神闲，定是喝了传说中的腊八粥吧？听说腊八粥只在此岛上才会生效，时辰一过，功效就会消失，还望珍惜啊！确实要回城，得付船费1800两银子。
11014	船夫：我船老七活十几年，头一遭见岛上来这么多人？咳……也算是撞上了。这位客家，要回城得付船费1800两银子。
11015	船夫：回城船费要1800两，拿了钱再来吧！
11016	冯君衡：道家之法，发乎心止乎心，随念而就。若太拘泥于武功套路，反而难以体会到其中的境界。所谓步罡九宫八卦、二十八宿五星纲，师弟皆不用太过在意。若能掌握到其中的意念所在，则武功大成。就象如此，这般……
11017	冯君衡：话尽于此，请师弟回去慢慢体会罢。
11018	冯君衡：我在想些问题，请不要打扰。
11019	冯君衡：便是如此，你再回去慢慢体会，自有大成。
11020	静慈：师侄远道而来，若觉得拳脚功夫上有何不明之处，大可询问。
11021	静慈：虽有几处修习不对，倒也不是什么大碍，照刚才口诀所言，勤加修习即可。师侄独身在外，万事皆要小心。
11022	静慈：不知二十年前那场大乱，可否还有知情人在……
11023	静慈：虽有几处修习不对，倒也不是什么大碍，照刚才口诀所言，勤加修习即可。
11024	空惠：老衲此番下山，意欲寻找救世之法，在此相遇也是机缘巧合。
11025	空惠：贪痴嗔怒，枉斋破戒。今后行事，勿要忘记门规戒律，谨记掌门教诲。
11026	空惠：善哉，所谓劫数，关乎天运，苦的却只是天下苍生矣！
11027	空惠：若能常怀慈悲之心，与人行善，也不枉费老衲此番心血。
11028	玩家：在下并非奉掌门之令而来，听闻师，师……姐在这岛上，特想前来请教。弟子觉得掌门所授武功似乎有不对之处，近日五经六脉之气，常有阻塞，恳请师姐指点。
11029	孟星瑶：哼！师兄这奸人，连徒弟竟也不放过，五毒功夫最要紧的是诓骗二字，虚实委与，诱使对手分心，使毒发于无形之中。你若答应替我办事，我便指点你功夫。
11030	玩家：弟子愿听差遣。
11031	孟星瑶：武功我已经指点你了，希望你手脚利落些，早日事成。
11032	孟星瑶：哼，我孟星瑶根本就瞧不上掌门之位，我那师兄偏还要不识好歹一再探查于我！
11033	孟星瑶：武功我已经指点你了，希望你手脚利落些，早日事成。
11034	沈艾冰：妹妹，世间好男儿何处可寻唉，罢罢罢。翠烟门的姐妹们，可不能让旁人们看了笑话，妹妹在外行走了这么久，不知本门功夫是否有些进步，让姐姐帮你探一探。
11035	沈艾冰：妹妹功夫已炉火纯青，无需姐姐指点了，也希望你能找到自己的好归宿。
11036	沈艾冰：云飘渺，月光梦幻桃花岛，桃花岛，首首草色，小桃红俏。
11037	静慈：虽有几处修习不对，倒也不是什么大碍，照刚才口诀所言，勤加修习即可。
11038	唐三刀：当年我离开唐门来到这岛上，见此处清幽秀雅，是个修炼的好地方，便住了下来，谁知道一晃就是二十年。得知三弟还好，我也安心了，这些年我习武不辍,对本门的刀剑与暗器之法做了些改动，就此传授于你吧。
11039	唐三刀：我已将毕生技艺传授与你，江湖之大，好好地去闯荡，干出一番轰轰烈烈的事业来！
11040	唐三刀：不知三弟在家是否安好，兄长我好生挂念。
11041	唐三刀：我已将毕生技艺传授与你，江湖之大，好好地去闯荡，干出一番轰轰烈烈的事业来！
11042	桃花隐士：相见即是有缘，既然来到桃花岛，先去见过你本门的长辈吧。说不定他们一高兴指点你两招就受用无用了哈。
11043	桃花隐士：欢迎一定来到桃花岛，看你气宇不凡，定是年轻有为的小朋友。
11044	桃花隐士：快去拜见你的本门长辈吧，我喜欢懂礼貌的好孩子。
11045	桃花隐士：桃花岛充满着灵气，是练功的宝地。喝碗<color=red>腊八粥<color>，轻轻松松功力自动提升！一碗可维持功效一小时。
11046	桃花隐士：桃花岛充满着灵气，是练功的宝地。喝碗<color=red>腊八粥<color>，轻轻松松功力自动提升！一碗可维持功效一小时。
11047	桃花隐士：在你身上未发现有喝过<color=red>腊八粥<color>的迹象，你可以找我买一些啊！
