SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
天罗地网飞刀		194		0	\spr\Ui\技能图标\icon_sk_tm_43.spr				0	0	0	2	0	180	0	0	0	3	1	67	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmeng\小李飞刀.lua	physicsenhance_p		skill_cost_v
天罡地煞手伤害		195		0	\spr\Ui\技能图标\icon_sk_wd_31.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr	0	0	0	0	0	2	0	180	0	0	0	3	6	92	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\wudu.lua	poisondamage_v	tiangang_disha	addskilldamage2	tiangang_disha	skill_attackradius	tiangang_disha	skill_cost_v	tiangang_disha	seriesdamage_p	tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		0
扔石头		196		0	\spr\Ui\技能图标\icon_sk_gb_01.spr				0	0	0	0	0	180	0	0	0	0	1	87	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\远程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v
甩毛		197		0	\spr\Ui\技能图标\icon_sk_gb_01.spr		0	0	0	0	0	0	0	180	0	0	0	4	1	88	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\远程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					0
喷毛		198		0	\spr\Ui\技能图标\icon_sk_gb_01.spr		0	0	0	0	0	0	0	180	0	0	0	0	1	89	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\远程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					0
吐口水		199		0	\spr\Ui\技能图标\icon_sk_gb_01.spr		0	0	0	0	0	0	0	180	0	0	0	0	1	90	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\毒攻击.lua	poisondamage_v		skill_cost_v
吐毒水		200		0	\spr\Ui\技能图标\icon_sk_gb_01.spr		0	0	0	0	0	0	0	180	0	0	0	0	1	91	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\毒攻击.lua	poisondamage_v		skill_cost_v
射箭		201		0	\spr\Ui\技能图标\icon_sk_gb_01.spr		0	0	0	0	0	0	0	180	0	0	0	0	1	93	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	80	0	0		0					0	0	0	-1	1	\script\skill\special\远程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v
罗汉阵子弹		202		0	\spr\Ui\技能图标\icon_sk_sl_23.spr		0	0	45	2	0	2	0	180	0	0	0	1	3	92	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\shaolin.lua	addphysicsdamage_p	luohan_zhen	meleedamagereturn_p	luohan_zhen	rangedamagereturn_p	luohan_zhen	adddefense_v	luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		luohan_zhen		少林派的至高阵法绝学，可以提高群体作战能力。
无形蛊子弹		203		0	\spr\Ui\技能图标\icon_sk_wd_22.spr				6	2	0	2	0	180	0	0	0	3	7	94	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudu.lua	poisondamage_v	wuxing_gu		wuxing_gu	fastwalkrun_p	wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu
秋风叶子弹		204		0	\spr\Ui\技能图标\icon_sk_em_02.spr		0	0	37	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei\秋风叶.lua	staminareplenish_v
望月子弹		205		0	\spr\Ui\技能图标\icon_sk_em_12.spr		0	0	38	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	1	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	153	2	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei.lua	lifereplenish_v
流水子弹		206		0	\spr\Ui\技能图标\icon_sk_em_22.spr		0	0	39	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei.lua	fastwalkrun_p	liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui		liushui
梦蝶子弹		207		0	\spr\Ui\技能图标\icon_sk_em_32.spr		0	0	40	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei.lua	lifereplenish_v	mengdie	manareplenish_v	mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie		mengdie
佛心慈佑子弹		208		0	\spr\Ui\技能图标\icon_sk_em_42.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr	0	0	41	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei.lua	lifemax_p	foxin_ciyou	lifemax_yan_p	foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou		foxin_ciyou
打狗阵子弹		209		0	\spr\Ui\技能图标\icon_sk_gb_23.spr				44	2	0	2	0	180	0	0	0	4	3	92	-1	1	1	11	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\gaibang.lua	addphysicsdamage_p	dagou_zhen	skill_cost_v	dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen		dagou_zhen
轻功		210		1	\spr\Ui\技能图标\轻功.spr				0	0	0	0	0	400	0	0	0	1	9	0	-1	1	0	13	0	0	5		0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	1	0	0	0		0					1	0	0	-1	1	\script\skill\special\轻功.lua	skill_cost_v
七星阵子弹		211		0	\spr\Ui\技能图标\icon_sk_wa_23.spr				20	2	0	2	0	180	0	0	0	5	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\wudang.lua	attackratingenhance_p	qingxing_zhen	adddefense_v	qingxing_zhen	seriesdamage_p	qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen		qingxing_zhen
清心梵音子弹		212		0	\spr\Ui\技能图标\icon_sk_sl_13.spr	\spr\skill\少林\sl_02_清心梵音.spr			0	0	0	2	0	180	0	1	0	1	3	59	-1	16	1	14	0	0	5		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\emei.lua	badstatustimereduce_v		skill_cost_v
不动明王咒子弹		213		0	\spr\Ui\技能图标\icon_sk_sl_22.spr	\spr\skill\少林\sl_05_不动明王咒.spr			0	0	0	2	0	180	0	1	0	1	3	59	-1	16	1	11	0	0	5		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\shaolin.lua	attackratingenhance_p	budong_mingwang	adddefense_v	budong_mingwang	skill_cost_v	budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang		budong_mingwang
慧眼咒子弹		214		0	\spr\Ui\技能图标\icon_sk_sl_32.spr	\spr\skill\少林\sl_04_慧眼咒.spr			0	0	0	2	0	180	0	0	0	1	3	59	-1	16	1	11	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\saolin\慧眼咒.lua	attackrating_p		skill_cost_v
人剑合一子弹		215		0	\spr\Ui\技能图标\icon_sk_wa_33.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			0	0	0	2	0	0	0	1	0	5	6	95	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	4	1	\script\skill\wudang.lua	physicsenhance_p	renjian_heyi	attackrating_p	renjian_heyi	stealmanaenhance_p	renjian_heyi	deadlystrike_p	renjian_heyi	stun_p	renjian_heyi	missle_speed_v	renjian_heyi	skill_attackradius	renjian_heyi	skill_cost_v	renjian_heyi	skill_eventskilllevel	renjian_heyi	skill_collideevent	renjian_heyi	skill_startevent	renjian_heyi	skill_showevent	renjian_heyi	addskillexp3	renjian_heyi	skill_skillexp_v	renjian_heyi	seriesdamage_p	renjian_heyi		renjian_heyi		renjian_heyi		renjian_heyi		renjian_heyi		renjian_heyi
金刚伏魔伤害		216		0	\spr\Ui\技能图标\icon_sk_sl_02.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\shaolin.lua	physicsenhance_p	jingang_fumo	addskilldamage3	jingang_fumo	missle_speed_v	jingang_fumo	missle_lifetime_v	jingang_fumo	skill_attackradius	jingang_fumo	seriesdamage_p	jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		jingang_fumo		普通攻击。
横扫六合伤害		217		0	\spr\Ui\技能图标\icon_sk_sl_12.spr		0	0	0	0	0	0	0	75	0	0	0	0	7	86	-1	1	1	9	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\shaolin.lua	physicsenhance_p	hengsao_liuhe	attackrating_p	hengsao_liuhe	deadlystrike_p	hengsao_liuhe	addskilldamage2	hengsao_liuhe	skill_attackradius	hengsao_liuhe	skill_cost_v	hengsao_liuhe	seriesdamage_p	hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		hengsao_liuhe		普通攻击。
龙爪虎抓伤害		218		0	\spr\Ui\技能图标\icon_sk_sl_31.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\shaolin.lua	physicsenhance_p	longzhao_huzhua	ignoredefense_p	longzhao_huzhua	skill_cost_v	longzhao_huzhua	stun_p	longzhao_huzhua	deadlystrike_p	longzhao_huzhua	addskilldamage4	longzhao_huzhua	missle_speed_v	longzhao_huzhua	skill_attackradius	longzhao_huzhua	skill_cost_v	longzhao_huzhua	missle_lifetime_v	longzhao_huzhua	seriesdamage_p	longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		longzhao_huzhua		普通攻击。
回风落雁伤害		219		0	\spr\Ui\技能图标\icon_sk_tw_02.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	60	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	huifeng_luoyan	attackrating_p	huifeng_luoyan	addskilldamage2	huifeng_luoyan	missle_speed_v	huifeng_luoyan	skill_attackradius	huifeng_luoyan	skill_cost_v	huifeng_luoyan	missle_lifetime_v	huifeng_luoyan	seriesdamage_p	huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		huifeng_luoyan		普通攻击。
无心斩伤害		220		0	\spr\Ui\技能图标\icon_sk_tw_12.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	40	0	0		0					0	0	0	0	0	\script\skill\tianwang.lua	physicsenhance_p	wuxin_zhan	seriesdamage_p	wuxin_zhan	deadlystrike_p	wuxin_zhan	addskilldamage2	wuxin_zhan	missle_speed_v	wuxin_zhan	skill_attackradius	wuxin_zhan	skill_cost_v	wuxin_zhan	missle_lifetime_v	wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		wuxin_zhan		普通攻击。
阳关三叠伤害		221		0	\spr\Ui\技能图标\icon_sk_tw_22.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	yangguan_sandie	attackrating_p	yangguan_sandie	addskilldamage2	yangguan_sandie	missle_speed_v	yangguan_sandie	skill_attackradius	yangguan_sandie	skill_cost_v	yangguan_sandie	missle_lifetime_v	yangguan_sandie	seriesdamage_p	yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		yangguan_sandie		普通攻击。
泼风斩伤害		222		0	\spr\Ui\技能图标\icon_sk_tw_31.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	pofeng_zhan	seriesdamage_p	pofeng_zhan	addskilldamage2	pofeng_zhan	missle_speed_v	pofeng_zhan	skill_attackradius	pofeng_zhan	skill_cost_v	pofeng_zhan	missle_lifetime_v	pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		pofeng_zhan		普通攻击。
盘古九式伤害		223		0	\spr\Ui\技能图标\icon_sk_tw_32.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\tianwang\盘古九式.lua	fatallystrike_p		skill_cost_v																																							普通攻击。
断魂刺伤害		224		0	\spr\Ui\技能图标\icon_sk_tw_41.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	284	-1	1	1	9	0	1	3		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	0	0		0					0	0	0	0	1	\script\skill\tianwang.lua	physicsenhance_p	duanhun_ci	stun_p	duanhun_ci	deadlystrike_p	duanhun_ci	missle_speed_v	duanhun_ci	skill_attackradius	duanhun_ci	skill_cost_v	duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		duanhun_ci		普通攻击。
血战八方伤害		225		0	\spr\Ui\技能图标\icon_sk_tw_42.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	63	-1	1	1	9	0	1	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	60	0	0		0					0	0	0	0	0	\script\skill\tianwang.lua	physicsenhance_p	xuezhan_bafang	attackrating_p	xuezhan_bafang	deadlystrike_p	xuezhan_bafang	addskilldamage2	xuezhan_bafang	missle_speed_v	xuezhan_bafang	skill_attackradius	xuezhan_bafang	skill_cost_v	xuezhan_bafang	missle_lifetime_v	xuezhan_bafang	seriesdamage_p	xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		xuezhan_bafang		普通攻击。
五行阵子弹		226		0	\spr\Ui\技能图标\icon_sk_em_12.spr		0	0	38	2	0	2	0	180	0	0	0	2	3	92	-1	1	1	14	0	0	0		0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tianren.lua	adddefense_v	wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen		wuxing_zhen
天罗地网小飞刀		227		0			0	0	0	0	0	2	0	180	0	0	2	3	3	36	-1	3	1	11	1	0	0		0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	1	1	\script\skill\tangmen.lua	physicsenhance_p	tianluo_diwang	deadlystrike_p	tianluo_diwang1	addskilldamage1	tianluo_diwang1	missle_speed_v	tianluo_diwang1	skill_attackradius	tianluo_diwang1		tianluo_diwang1	seriesdamage_p	tianluo_diwang1		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		tianluo_diwang		唐门独门奇技，短时间内暗器攻击增加冰伤害。
天罗地网炸开		228		0					0	0	0	2	0	180	0	0	0	3	1	67	-1	1	1	11	1	0	10		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	194	15	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\tangmeng\小李飞刀.lua	physicsenhance_p		skill_cost_v																																							唐门独门奇技，短时间内暗器攻击增加冰伤害。
棍棒攻击		229		0	\spr\Ui\技能图标\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	97	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\special\近程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					普通攻击。
双锤攻击		230		0	\spr\Ui\技能图标\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	98	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\special\近程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					普通攻击。
空手攻击		231		0	\spr\Ui\技能图标\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	99	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\special\近程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					普通攻击。
双刀攻击		232		0	\spr\Ui\技能图标\icon_sk_ty_ap.spr		0	0	0	0	0	0	0	75	0	0	0	0	1	100	-1	1	1	9	0	1	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	-2	0	80	1	0		0					0	0	0	-1	1	\script\skill\special\近程物理攻击.lua	physicsenhance_p		attackrating_p		skill_cost_v																																					普通攻击。
残阳如血npc		233		0	\spr\Ui\技能图标\icon_sk_tr_01.spr		\sound\skill\sound_k015.wav	\sound\skill\sound_k015.wav	0	0	0	0	0	270	0	0	0	4	1	54	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\残阳如血.lua	firedamage_v		skill_cost_v																																							天忍的入门武功，以火药辅助武功发出火球以烧伤敌人。
毒砂掌npc		234		0	\spr\Ui\技能图标\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	0	180	0	0	0	3	1	30	-1	1	1	11	0	0	5		0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\毒砂掌.lua	physicsdamage_v		poisondamage_v		skill_cost_v																																					五毒入门武功，攻击单个敌人带有少量毒伤害。
追心箭npc		235		0	\spr\Ui\技能图标\icon_sk_tm_11.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	0	450	0	0	0	3	1	36	-1	1	1	11	0	0	5		0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	20	20	100	1	80	0	0		0					0	0	0	-1	1	\script\skill\npc\夺魂箭.lua	physicsenhance_p		skill_cost_v																																							唐门进阶武功，必须装备飞镖类暗器。
风花雪月npc		236		0	\spr\Ui\技能图标\icon_sk_cy_01.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr		\sound\skill\sound_k006.wav	0	0	0	0	0	360	15	0	0	2	1	6	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0	0	0	0				0	0	0	-1	1	\script\skill\npc\风云突起.lua	colddamage_v		skill_cost_v																																							翠烟入门武功，攻击单个敌人并造成冰系伤害。
呼风法npc		237		0	\spr\Ui\技能图标\icon_sk_kl_01.spr	\spr\skill\昆仑\kl_16_魔法施放.spr	\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	2	0	300	0	2	1	5	1	14	-1	1	1	11	0	0	5		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\呼风法.lua	lightingdamage_v		physicsdamage_v		skill_cost_v																																					昆仑入门法术，召唤一股旋风攻击敌人。
