Name	ItemGenre	DetailType	ParticularType	Descript
黄金图谱-魔嗜之厉魔噬心带	6	1	345	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>孔雀石：增加雷防最大值8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>流星·刀法
黄金图谱-魔嗜之业火幽冥戒	6	1	346	。
黄金图谱-魔嗜之血玉七杀佩	6	1	347	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加火防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>孔雀石：减少中毒时间8级以上<enter>流星·刀法
黄金图谱-魔嗜之山海飞鸿履	6	1	348	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>流星·刀法<enter>朱砂矿：增加内力最大值点数8级以上<enter>玄铁矿：增加移动速度8级以上<enter>芙蓉石：增加冰防最大值8级以上<enter>武林秘籍
黄金图谱-魔煌之金甲盔	6	1	349	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>摄魂·诅咒<enter>朱砂矿：增加内力最大值点数8级以上<enter>武林秘籍<enter>芙蓉石：增加冰防最大值8级以上
黄金图谱-魔煌之按出虎项圈	6	1	350	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>芙蓉石：增加雷防最大值7级以上<enter>孔雀石：增加外功最大值点数8级以上<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加所有抗性6级以上
黄金图谱-魔煌之溪谷束腰带	6	1	351	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加冰防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>孔雀石：减少中毒时间8级以上<enter>摄魂·诅咒
黄金图谱-魔煌之血衣兽镯	6	1	352	。
黄金图谱-魔煌之熔金断日戒	6	1	353	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>孔雀石：增加冰防最大值8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>摄魂·诅咒
黄金图谱-凌岳之太极剑	6	1	354	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加内功系雷伤害点数7级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加火防最大值7级以上<enter>钟乳石：减少眩晕时间6级以上<enter>武林秘籍
黄金图谱-凌岳之无我束带	6	1	355	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加普防最大值8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：增加内功系雷伤害点数8级以上<enter>太极拳谱·卷三
黄金图谱-凌岳之怒雷法戒	6	1	356	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加毒防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>太极拳谱·卷三
黄金图谱-凌岳之无极玄玉佩	6	1	357	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>太极拳谱·卷三<enter>朱砂矿：增加内力最大值点数8级以上<enter>武林秘籍<enter>芙蓉石：增加毒防最大值8级以上
黄金图谱-凌岳之天地玄黄戒	6	1	358	。
黄金图谱-及丰之真武剑	6	1	359	所需材料<color=yellow><enter>玄铁矿：增加外功系普攻伤害百分比8级以上<enter>秘银矿：增加攻击命中率点数8级以上<enter>朱砂矿：增加外攻系武功出招动作7级以上<enter>孔雀石：增加外功系普攻伤害点数8级以上<enter>芙蓉石：增加外功系冰攻伤害点数8级以上<enter>武林秘籍
黄金图谱-及丰之三清符	6	1	360	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>芙蓉石：增加雷防最大值7级以上<enter>孔雀石：增加冰防最大值8级以上<enter>芙蓉石：增加普防最大值8级以上<enter>朱砂矿：增加所有抗性6级以上
黄金图谱-及丰之玄丝三段锦	6	1	361	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>武林秘籍<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>太极剑谱·卷二
黄金图谱-及丰之翠玉玄黄腕	6	1	362	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>孔雀石：增加普防最大值8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>太极剑谱·卷二
黄金图谱-及丰之青松法戒	6	1	363	。
黄金图谱-霜晶之千年寒铁	6	1	364	所需材料<color=yellow><enter>玄铁矿：命中吸取其内力8级以上<enter>秘银矿：增加外功系普攻伤害百分比7级以上<enter>朱砂矿：增加外攻系武功出招动作7级以上<enter>孔雀石：增加外功系普攻伤害点数8级以上<enter>芙蓉石：增加外功系冰攻伤害点数7级以上<enter>武林秘籍
黄金图谱-霜晶之流星赶月扣	6	1	365	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>孔雀石：增加火防最大值8级以上<enter>芙蓉石：减少迟缓时间8级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>驭风术
黄金图谱-霜晶之清风缕带	6	1	366	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>驭风术
黄金图谱-霜晶之天清冰晶手	6	1	367	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭风术<enter>武林秘籍<enter>孔雀石：增加毒防最大值8级以上<enter>朱砂矿：增加内力最大值点数7级以上<enter>洗髓经
黄金图谱-霜晶之风暴指环	6	1	368	。
黄金图谱-雷穹之寒松冰柏冠	6	1	369	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭雷术<enter>孔雀石：内功系雷攻伤害点数7级以上<enter>芙蓉石：增加毒防最大值7级以上<enter>朱砂矿：增加内力最大值点数7级以上<enter>武林秘籍
黄金图谱-雷穹之天地护符	6	1	370	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加毒防最大值8级以上<enter>孔雀石：增加普防最大值8级以上<enter>秘银矿：增加所有抗性8级以上<enter>驭风术
黄金图谱-雷穹之风雷青锦带	6	1	371	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加毒防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>驭雷术
黄金图谱-雷穹之灵玉蕴雷腕	6	1	372	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>孔雀石：增加雷防最大值8级以上<enter>芙蓉石：减少迟缓时间8级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>驭雷术
黄金图谱-雷穹之九天引雷戒	6	1	373	。
黄金图谱-雾幻之北冥道冠	6	1	374	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭心术<enter>朱砂矿：增加内力最大值点数7级以上<enter>武林秘籍<enter>芙蓉石：增加毒防最大值7级以上
黄金图谱-雾幻之太渊真武链	6	1	375	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>武林秘籍<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加毒防最大值8级以上<enter>秘银矿：增加所有抗性8级以上<enter>驭心术
黄金图谱-雾幻之束心指环	6	1	376	。
黄金图谱-雾幻之清影玄玉佩	6	1	377	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：减少迟缓时间8级以上<enter>芙蓉石：增加普防最大值7级以上<enter>朱砂矿：增加内力最大值点数8级以上<enter>钟乳石：减少眩晕时间7级以上<enter>驭心术
黄金图谱-雾幻之松风雪影靴	6	1	378	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>驭心术<enter>秘银矿：增加移动速度7级以上<enter>芙蓉石：增加雷防最大值6级以上<enter>朱砂矿：增加内力最大值点数6级以上<enter>钟乳石：减少眩晕时间6级以上
黄金图谱-洞察之白金雕龙戒	6	1	379	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值8级以上
黄金图谱-洞察之白玉乾坤佩	6	1	380	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值7级以上
黄金图谱-洞察之白金锈凤戒	6	1	381	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值8级以上
黄金图谱-洞察之翡翠玉项圈	6	1	382	所需材料<color=yellow><enter>孔雀石：增加身法点数7级以上<enter>芙蓉石：增加力量点数7级以上<enter>朱砂矿：增加体力最大值点数7级以上<enter>玄铁矿：增加内力最大值点数8级以上<enter>秘银矿：增加生命最大值点数8级以上<enter>芙蓉石：增加幸运值8级以上
黄金图谱-定国之青纱长衫	6	1	383	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>秘银矿：减少受伤动作时间7级以上
黄金图谱-定国之钨砂发冠	6	1	384	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>芙蓉石：增加普防最大值8级以上
黄金图谱-定国之赤绢软靴	6	1	385	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>秘银矿：增加移动速度7级以上
黄金图谱-定国之紫藤护腕	6	1	386	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>芙蓉石：减少迟缓时间百分比7级以上
黄金图谱-定国之银蚕腰带	6	1	387	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数7级以上<enter>芙蓉石：减少中毒时间百分比7级以上
黄金图谱-安邦之冰晶石项链	6	1	388	所需材料<color=yellow><enter>玄铁矿：增加所有抗性8级以上
黄金图谱-安邦之菊花石指环	6	1	389	所需材料<color=yellow><enter>玄铁矿：增加内力最大值点数7级以上<enter>芙蓉石：增加冰防最大值8级以上
黄金图谱-安邦之田黄石玉佩	6	1	390	所需材料<color=yellow><enter>玄铁矿：增加内力最大值点数7级以上<enter>芙蓉石：增加毒防最大值8级以上
黄金图谱-安邦之鸡血石戒指	6	1	391	所需材料<color=yellow><enter>玄铁矿：增加内力最大值点数7级以上<enter>芙蓉石：增加火防最大值8级以上
